iter	RMSE
539	4006.646492
540	4006.223486
541	4005.502563
542	4005.167441
543	4004.962395
544	4004.0307
545	4003.704802
546	4001.875682
547	4000.143515
548	3998.825684
549	3998.744994
550	3997.625556
551	3997.097699
552	3996.132726
553	3995.687021
554	3994.239273
555	3992.865351
556	3991.960643
557	3991.146176
558	3991.025946
559	3990.472901
560	3989.305718
561	3988.975077
562	3987.700276
563	3986.275529
564	3984.957018
565	3983.305901
566	3982.920482
567	3982.58893
568	3982.200393
569	3981.847241
570	3981.595977
571	3980.450853
572	3980.128135
573	3979.828994
574	3978.945661
575	3978.728554
576	3978.359417
577	3977.227533
578	3976.11878
579	3975.310224
580	3974.405184
581	3973.378942
582	3973.031957
583	3972.420066
584	3972.268801
585	3972.202525
586	3971.579263
587	3970.12125
588	3969.858209
589	3969.727729
590	3968.424405
591	3967.446305
592	3967.328342
593	3966.698504
594	3965.005155
595	3964.084643
596	3963.111872
597	3963.038875
598	3962.993071
599	3961.965959
600	3961.467976
601	3960.196668
602	3959.764413
603	3959.564488
604	3959.014058
605	3958.431477
606	3957.354193
607	3957.00951
608	3955.707936
609	3954.754928
610	3954.697276
611	3954.10223
612	3953.844025
613	3953.226576
614	3953.131218
615	3952.23846
616	3951.234231
617	3951.13798
618	3949.777973
619	3949.275275
620	3949.19275
621	3948.356856
622	3947.361565
623	3947.231583
624	3945.753281
625	3944.156973
626	3943.253435
627	3942.699944
628	3942.238234
629	3941.369477
630	3940.923874
631	3939.745132
632	3939.713598
633	3939.281761
634	3939.01298
635	3938.725498
636	3938.392127
637	3938.272747
638	3937.736891
639	3937.46448
640	3937.258891
641	3937.168364
642	3937.100064
643	3935.95944
644	3935.253562
645	3935.121655
646	3935.027519
647	3933.924143
648	3933.82487
649	3933.515402
650	3932.623521
651	3931.444549
652	3930.887567
653	3930.152842
654	3929.687856
655	3929.010624
656	3928.603912
657	3927.307388
658	3927.080023
659	3926.584777
660	3926.325153
661	3925.217789
662	3924.277662
663	3924.121618
664	3923.05976
665	3922.394158
666	3921.557076
667	3920.745652
668	3919.389315
669	3919.346898
670	3918.909406
671	3917.969068
672	3917.894622
673	3917.638728
674	3916.662345
675	3916.209454
676	3916.147361
677	3915.406492
678	3914.603758
679	3913.952154
680	3913.67573
681	3913.056754
682	3912.62424
683	3912.413451
684	3911.900605
685	3910.857307
686	3909.847868
687	3909.596313
688	3908.189482
689	3907.926629
690	3907.054489
691	3905.697947
692	3905.419162
693	3904.038995
694	3903.941694
695	3903.601147
696	3902.55333
697	3902.046719
698	3900.892196
699	3900.081099
700	3899.779895
701	3898.593814
702	3898.345787
703	3897.540462
704	3896.958034
705	3896.181828
706	3896.143662
707	3895.391751
708	3894.835388
709	3894.224799
710	3893.517587
711	3893.088165
712	3892.854361
713	3892.415243
714	3891.911413
715	3891.680549
716	3890.954494
717	3890.342086
718	3889.972279
719	3889.319461
720	3888.655895
721	3887.697559
722	3886.77014
723	3886.413625
724	3885.746688
725	3885.03549
726	3884.664363
727	3883.918083
728	3883.783254
729	3883.624104
730	3883.456161
731	3882.472678
732	3881.519693
733	3880.71243
734	3879.7344
735	3879.031862
736	3878.595212
737	3877.667634
738	3877.590118
739	3876.955459
740	3876.351646
741	3875.907169
742	3875.350496
743	3875.13246
744	3873.875177
745	3872.584055
746	3871.499633
747	3870.385175
748	3869.907837
749	3869.40413
750	3868.971347
751	3868.436074
752	3868.017382
753	3867.910907
754	3867.757687
755	3866.800956
756	3865.349096
757	3864.758749
758	3864.374463
759	3863.458715
760	3862.092816
761	3861.833491
762	3861.418934
763	3860.995986
764	3860.000601
765	3858.776177
766	3857.10604
767	3856.170204
768	3854.989106
769	3854.636982
770	3854.11829
771	3853.08448
772	3852.939387
773	3852.144466
774	3851.7368
775	3850.842179
776	3850.555267
777	3849.659758
778	3848.53428
779	3847.522761
780	3846.380646
781	3845.4114
782	3844.618464
783	3844.597001
784	3843.619624
785	3842.780109
786	3841.935271
787	3841.484235
788	3840.583135
789	3839.924814
790	3839.681553
791	3839.248547
792	3838.442977
793	3837.226752
794	3837.025665
795	3836.017023
796	3834.92603
797	3834.729829
798	3834.171366
799	3834.142839
800	3833.670649
801	3833.142148
802	3832.588347
803	3832.100838
804	3831.293116
805	3831.225996
806	3830.758308
807	3830.724964
808	3830.061872
809	3829.608163
810	3828.246308
811	3827.922558
812	3826.884802
813	3826.713299
814	3826.079948
815	3825.231197
816	3825.013319
817	3824.694194
818	3824.095952
819	3822.731644
820	3822.458087
821	3821.932587
822	3821.537067
823	3821.349288
824	3821.207001
825	3820.667906
826	3819.747418
827	3818.808099
828	3817.970508
829	3817.784149
830	3817.348415
831	3816.785521
832	3816.101408
833	3815.270453
834	3815.076856
835	3814.374652
836	3813.624079
837	3813.492899
838	3812.751429
839	3812.462588
840	3812.172339
841	3811.424428
842	3811.333722
843	3811.160436
844	3810.986319
845	3810.926559
846	3810.582732
847	3810.576697
848	3810.525333
849	3810.349676
850	3810.052646
851	3809.325119
852	3808.727731
853	3808.572476
854	3807.625803
855	3807.106735
856	3806.952897
857	3806.464511
858	3805.501824
859	3805.448406
860	3804.964015
861	3803.784501
862	3803.222592
863	3802.743585
864	3802.249833
865	3801.680773
866	3800.631974
867	3799.847626
868	3799.625301
869	3798.598436
870	3798.036579
871	3797.946296
872	3796.965878
873	3796.583039
874	3795.726112
875	3795.474727
876	3794.553886
877	3794.167203
878	3794.026187
879	3793.989533
880	3793.409456
881	3792.857028
882	3792.508062
883	3792.471266
884	3792.323904
885	3791.719656
886	3791.50849
887	3790.993328
888	3790.83477
889	3790.324514
890	3789.898784
891	3788.721054
892	3788.53633
893	3787.702132
894	3787.100535
895	3786.737435
896	3786.722087
897	3786.426219
898	3786.346548
899	3785.581803
900	3785.433055
901	3785.281186
902	3784.976248
903	3784.543513
904	3784.067477
905	3783.96513
906	3783.803145
907	3783.114157
908	3782.761794
909	3782.756983
910	3782.631493
911	3781.918377
912	3781.63068
913	3781.450445
914	3781.136572
915	3781.11244
916	3780.994563
917	3780.887036
918	3780.811753
919	3780.522187
920	3780.277475
921	3780.245015
922	3780.062129
923	3779.612044
924	3779.395508
925	3779.051591
926	3779.015544
927	3778.884152
928	3778.359644
929	3778.02398
930	3777.332436
931	3776.289667
932	3775.759853
933	3774.952747
934	3774.213245
935	3773.699195
936	3773.592573
937	3773.548138
938	3773.092448
939	3772.917729
940	3772.657195
941	3772.279873
942	3772.069779
943	3771.27542
944	3770.66016
945	3770.543588
946	3769.188016
947	3768.146804
948	3768.075884
949	3768.019235
950	3767.821274
951	3767.466988
952	3766.807542
953	3765.743333
954	3765.579181
955	3765.163853
956	3764.488451
957	3764.423775
958	3763.783437
959	3763.655183
960	3763.616671
961	3763.047305
962	3762.555961
963	3762.487719
964	3761.848402
965	3761.420401
966	3761.270337
967	3761.025319
968	3760.779059
969	3759.586839
970	3759.061324
971	3758.879502
972	3758.816316
973	3758.353762
974	3758.117281
975	3758.103945
976	3757.725277
977	3757.587503
978	3757.459065
979	3756.522967
980	3755.892303
981	3755.215761
982	3753.958968
983	3753.916246
984	3753.876724
985	3753.612721
986	3753.176872
987	3753.111696
988	3753.074072
989	3752.501177
990	3752.468165
991	3751.863562
992	3750.763139
993	3750.019567
994	3749.68758
995	3749.195493
996	3748.828386
997	3748.372642
998	3748.278679
999	3747.307786
